"","title","title_type","genre","runtime","mpaa_rating","studio","thtr_rel_year","thtr_rel_month","thtr_rel_day","dvd_rel_year","dvd_rel_month","dvd_rel_day","imdb_rating","imdb_num_votes","critics_rating","critics_score","audience_rating","audience_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box","director","actor1","actor2","actor3","actor4","actor5"
"490","Countdown to Zero","Documentary","Documentary",89,"PG","Magnolia Pictures",2010,7,23,2010,11,23,6.9,1943,"Certified Fresh",81,"Upright",72,"no","no","no","no","no","no","Lucy Walker","Valerie Plame Wilson","Valerine Plame Wilson","Rolf Mowatt-Larssen","Lawrence Scott Sheets","Zia Mian"
"491","The Imposter","Documentary","Documentary",99,"R","Indomina Films",2012,7,13,2013,1,22,7.5,32338,"Certified Fresh",95,"Upright",78,"no","no","no","no","no","no","Bart Layton","Frederic Bourdin","Carey Gibson","Beverly Dollarhide","Nancy Fisher","Bruce Perry"
"492","The Perfect Score","Feature Film","Drama",93,"PG-13","Paramount Pictures",2004,1,30,2004,6,29,5.7,19161,"Rotten",17,"Spilled",44,"no","no","no","no","no","no","Brian Robbins","Erika Christensen","Scarlett Johansson","Chris Evans","Bryan Greenberg","Darius Miles"
"493","A Perfect Getaway","Feature Film","Mystery & Suspense",98,"R","Universal Pictures",2009,8,7,2009,12,29,6.5,54871,"Fresh",61,"Spilled",52,"no","no","no","no","no","no","David Twohy","Steve Zahn","Timothy Olyphant","Milla Jovovich","Kiele Sanchez","Marley Shelton"
"494","Death Line (Raw Meat)","Feature Film","Horror",87,"R",NA,1972,1,1,2003,8,26,6,2433,"Fresh",86,"Spilled",44,"no","no","no","no","no","no","Gary Sherman","Hugh Armstrong","James Cossins","Sharon Gurney","David Ladd","Christopher Lee"
"495","Things to Do in Denver...When You're Dead","Feature Film","Drama",115,"R","Miramax",1995,12,1,1999,6,29,6.8,21924,"Rotten",33,"Upright",73,"no","no","no","no","no","no","Gary Fleder","Andy Garcia","Christopher Lloyd","William Forsythe","Bill Nunn","Treat Williams"
"496","Mad Max 2: The Road Warrior","Feature Film","Action & Adventure",95,"R","Warner Bros. Pictures",1981,12,24,1997,9,25,7.6,128298,"Certified Fresh",98,"Upright",85,"no","no","no","no","no","no","George Miller","Mel Gibson","Bruce Spence","Vernon Wells","Emil Minty","Mike Preston"
"497","My Girl 2","Feature Film","Drama",99,"PG","Sony Pictures Home Entertainment",1996,6,1,2002,12,3,5.1,14559,"Rotten",27,"Spilled",46,"no","no","no","no","no","no","Howard Zieff","Anna Chlumsky","Dan Aykroyd","Jamie Lee Curtis","Richard Masur","Austin O'Brien"
"498","Candy","Feature Film","Drama",116,"R","ThinkFilm",2006,11,17,2007,3,27,7.3,34926,"Rotten",49,"Upright",77,"no","no","yes","no","no","no","Neil Armfield","Heath Ledger","Abbie Cornish","Geoffrey Rush","Tony Martin","Noni Hazelhurst"
"499","The Secret Garden","Feature Film","Drama",101,"G","WARNER BROTHERS PICTURES",1993,3,18,2000,1,1,7.3,27097,"Certified Fresh",85,"Upright",80,"no","no","no","yes","no","no","Agnieszka Holland","Kate Maberly","Maggie Smith","Heydon Prowse","Andrew Knott","Laura Crossley"
"500","Get on the Bus","Feature Film","Drama",120,"R","Sony Pictures Home Entertainment",1996,10,16,2001,1,30,6.8,4021,"Certified Fresh",88,"Upright",71,"no","no","no","no","no","no","Spike Lee","Ossie Davis","Charles S. Dutton","Andre Braugher","Richard Belzer","De'aundre Bonds"
"501","Ghosts of Abu Ghraib","Documentary","Documentary",78,"Unrated","HBO Video",2007,6,1,2007,6,5,8,764,"Fresh",100,"Upright",91,"no","no","no","no","no","no","Rory Kennedy","Alberto Mora","John Yoo","Scott Horton","Mark Danner","Alfred McCoy"
"502","Punchline","Feature Film","Drama",128,"R","Sony Pictures Home Entertainment",1988,9,30,2002,7,9,5.8,6418,"Rotten",50,"Spilled",42,"no","no","yes","yes","no","no","David Seltzer","Tom Hanks","Sally Field","John Goodman","Mark Rydell","Paul Mazursky"
"503","Bridget Jones - The Edge of Reason","Feature Film","Drama",108,"R","Miramax Films",2004,11,12,2005,3,22,5.9,70737,"Rotten",27,"Upright",61,"no","no","yes","no","no","no","Beeban Kidron","Colin Firth","Renee Zellweger","Hugh Grant","Jim Broadbent","Gemma Jones"
"504","Code Name: The Cleaner","Feature Film","Action & Adventure",84,"PG-13","New Line Cinema",2007,1,5,2007,4,24,4.5,9656,"Rotten",4,"Spilled",37,"no","no","no","no","no","no","Les Mayfield","Lucy Liu","Cedric the Entertainer","Nicollette Sheridan","Mark Dacascos","Callum Keith Rennie"
"505","Fast & Furious","Feature Film","Mystery & Suspense",107,"PG-13","Universal Pictures",2009,4,3,2009,7,27,6.6,193702,"Rotten",28,"Upright",67,"no","no","no","no","no","no","Justin Lin","Vin Diesel","Paul Walker","Michelle Rodriguez","John Ortiz","Jordana Brewster"
"506","House of 1000 Corpses","Feature Film","Horror",89,"R","Lions Gate Films Inc.",2003,4,11,2003,8,12,6,59076,"Rotten",19,"Upright",65,"no","no","no","no","no","no","Rob Zombie","Sid Haig","Bill Moseley","Chris Hardwick","Erin Daniels","Dennis Fimple"
"507","What Women Want","Feature Film","Comedy",127,"PG-13","Paramount Pictures",2001,5,1,2001,5,8,6.4,154148,"Rotten",54,"Spilled",54,"no","no","no","yes","no","no","Nancy Meyers","Helen Hunt","Mel Gibson","Marisa Tomei","Alan Alda","Ashley Johnson"
"508","River's Edge","Feature Film","Drama",99,"R","Island",1987,5,8,2001,1,23,7.1,11377,"Fresh",87,"Upright",76,"no","no","no","no","no","no","Tim Hunter","Crispin Glover","Dennis Hopper","Keanu Reeves","Daniel Roebuck","Ione Skye"
"509","The Babysitter","Feature Film","Mystery & Suspense",90,"R","Paramount",1995,10,17,2002,3,26,4.2,3302,"Rotten",17,"Spilled",15,"no","no","no","no","no","no","Guy Ferland","Alicia Silverstone","J.T. Walsh","Lee Garlington","Nicky Katt","Jeremy London"
"510","Saint of 9/11","Documentary","Documentary",90,"Unrated","IFC",2006,9,6,2006,9,12,7.8,180,"Fresh",84,"Upright",79,"no","no","no","no","no","no","Glenn Holsten","Ian McKellen",NA,NA,NA,NA
"511","Black Death","Feature Film","Drama",102,"R","Magnet Releasing",2011,3,11,2011,5,10,6.4,34253,"Fresh",68,"Spilled",49,"no","no","yes","no","no","no","Christopher Smith","Sean Bean","Eddie Redmayne","Carice van Houten","John Lynch","Tim McInnerny"
"512","Little Manhattan","Feature Film","Drama",84,"PG","20th Century Fox",2005,9,30,2006,4,4,7.6,17960,"Fresh",77,"Upright",86,"no","no","no","no","no","no","Mark Levin","Josh Hutcherson","Bradley Whitford","Cynthia Nixon","Charlie Ray","Willie Garson"
"513","Taps","Feature Film","Drama",126,"PG","20th Century Fox Film Corporation",1981,12,9,2002,3,5,6.7,12498,"Fresh",75,"Upright",67,"no","no","yes","no","no","no","Harold Becker","Timothy Hutton","George C. Scott","Ronny Cox","Sean Penn","Tom Cruise"
"514","Planes, Trains and Automobiles","Feature Film","Comedy",93,"R","Paramount Pictures",1987,11,25,2000,11,21,7.6,86831,"Certified Fresh",94,"Upright",87,"no","no","no","no","no","no","John Hughes","Steve Martin","John Candy","William Windom","Michael McKean","Edie McClurg"
"515","Mirrors","Feature Film","Mystery & Suspense",110,"R","Buena Vista",2008,8,15,2009,1,13,6.2,83424,"Rotten",14,"Spilled",44,"no","no","no","no","no","no","Alexandre Aja","Kiefer Sutherland","Paula Patton","Erica Gluck","Cameron Boyce","Ezra Buzzington"
"516","A Shot at Glory","Feature Film","Drama",114,"R","Fireworks Pictures",2001,6,8,2002,11,19,6.3,1803,"Fresh",67,"Upright",65,"no","no","no","no","no","no","Michael Corrente","Michael Keaton","Ally McCoist","Kirsty Mitchell","Brian Cox","Cole Hauser"
"517","Flipped","Feature Film","Drama",90,"PG","Warner Bros. Pictures",2010,8,6,2010,11,23,7.7,56919,"Rotten",55,"Upright",78,"no","no","no","no","no","no","Rob Reiner","Madeline Carroll","Callan McAuliffe","Rebecca De Mornay","Anthony Edwards","John Mahoney"
"518","Sweet Sixteen","Feature Film","Drama",106,"R","Lions Gate Films",2003,5,16,2003,10,7,7.5,10250,"Certified Fresh",97,"Upright",87,"no","no","no","no","no","no","Ken Loach","Martin Compston","Annmarie Fulton","William Ruane","Michelle Abercromby","Michelle Coulter"
"519","Cold Creek Manor","Feature Film","Mystery & Suspense",118,"R","Buena Vista Pictures",2003,9,19,2004,3,2,4.9,18005,"Rotten",12,"Spilled",22,"no","no","no","no","no","no","Mike Figgis","Dennis Quaid","Sharon Stone","Stephen Dorff","Juliette Lewis","Kristen Stewart"
"520","Snake Eyes","Feature Film","Drama",98,"R","Paramount Pictures",1998,8,7,1999,2,16,5.9,62773,"Rotten",40,"Spilled",35,"no","no","yes","no","no","no","Brian DePalma","Nicolas Cage","Gary Sinise","John Heard","Carla Gugino","Stan Shaw"
"521","Croupier","Feature Film","Mystery & Suspense",94,"R","The Shooting Gallery",2000,4,21,2001,3,26,7.2,15444,"Certified Fresh",98,"Upright",80,"no","no","no","no","no","no","Mike Hodges","Clive Owen","Alex Kingston","Kate Hardie","Gina McKee","Nicholas Ball"
"522","What About Bob?","Feature Film","Drama",99,"PG","Touchstone Home Entertainment",1991,1,1,2000,7,11,7,48756,"Fresh",83,"Upright",79,"no","no","yes","no","no","no","Frank Oz","Bill Murray","Richard Dreyfuss","Julie Hagerty","Charlie Korsmo","Kathryn Erbe"
"523","The Ex","Feature Film","Comedy",89,"PG-13","The Weinstein Co.",2007,5,11,2007,8,21,5.6,14986,"Rotten",19,"Spilled",32,"no","no","no","no","no","no","Jesse Peretz","Zach Braff","Amanda Peet","Jason Bateman","Charles Grodin","Mia Farrow"
"524","A Haunted House 2","Feature Film","Comedy",86,"R","Open Road Films",2014,4,18,2014,8,12,4.7,13525,"Rotten",8,"Spilled",44,"no","no","no","no","no","no","Michael Tiddes","Marlon Wayans","Jaime Pressly","Essence Atkins","Gabriel Iglesias","Dave Sheridan"
"525","Real Steel","Feature Film","Drama",127,"PG-13","Walt Disney Pictures",2011,10,7,2012,1,24,7.1,246343,"Fresh",60,"Upright",73,"no","no","no","no","no","no","Shawn Levy","Hugh Jackman","Dakota Goyo","Anthony Mackie","Evangeline Lilly","Kevin Durand"
"526","Wanted","Feature Film","Action & Adventure",110,"R","Universal Pictures",2008,6,12,2008,12,2,6.7,290958,"Certified Fresh",72,"Upright",69,"no","no","no","no","no","no","Timur Bekmambetov","James McAvoy","Morgan Freeman","Angelina Jolie","Terence Stamp","Thomas Kretschmann"
"527","Thieves Like Us","Feature Film","Drama",123,"R","United Artists",1974,2,11,2007,4,17,7.1,3146,"Fresh",89,"Upright",71,"no","no","no","yes","no","no","Robert Altman","Keith Carradine","Shelley Duvall","John Schuck","Bert Remsen","Louise Fletcher"
"528","In Dreams","Feature Film","Mystery & Suspense",100,"R","Dreamworks",1999,1,15,1999,6,1,5.5,10886,"Rotten",25,"Spilled",39,"no","no","no","no","no","no","Neil Jordan","Annette Bening","Robert Downey Jr.","Aidan Quinn","Stephen Rea","Dennis Boutsikaris"
"529","Mallrats","Feature Film","Comedy",94,"R","MCA Universal Home Video",1995,10,20,2000,7,18,7.2,96471,"Rotten",55,"Upright",82,"no","no","no","no","no","no","Kevin Smith","Shannen Doherty","Jeremy London","Jason Lee","Claire Forlani","Michael Rooker"
"530","Medicine Man","Feature Film","Drama",106,"PG-13","Hollywood Pictures",1992,2,7,1999,8,17,5.9,17101,"Rotten",20,"Spilled",46,"no","no","no","no","no","no","John McTiernan","Lorraine Bracco","Jose Wilker","Rodolfo De Alexandre","Rodolfo de Alexandra","Elias Monteiro Da Silva"
"531","Sea Monsters: A Prehistoric Adventure","Documentary","Documentary",40,"G","National Geographic",2007,10,5,2008,6,24,7,723,"Fresh",100,"Upright",68,"no","no","no","no","no","no","Sean MacLeod Phillips","Liev Schreiber",NA,NA,NA,NA
"532","Ray","Feature Film","Drama",152,"PG-13","Universal Pictures",2004,10,29,2005,2,1,7.7,106171,"Certified Fresh",81,"Upright",87,"yes","no","yes","no","no","no","Taylor Hackford","Jamie Foxx","Kerry Washington","Regina King","Clifton Powell","Harry Lennix"
"533","Coach Carter","Feature Film","Drama",136,"PG-13","Paramount Pictures",2005,1,14,2005,6,21,7.2,88777,"Fresh",65,"Upright",85,"no","no","no","no","no","no","Thomas Carter","Samuel L. Jackson","Rob Brown (VI)","Robert Ri'chard","Rick Gonzalez","Nana Gbewonyo"
"534","Training Day","Feature Film","Drama",122,"R","Warner Bros. Pictures",2001,10,5,2004,6,1,7.7,294683,"Fresh",72,"Upright",89,"no","no","yes","no","no","no","Antoine Fuqua","Denzel Washington","Ethan Hawke","Scott Glenn","Tom Berenger","Harris Yulin"
"535","Saturday Night Fever","Feature Film","Drama",118,"R","Paramount Pictures",1977,12,19,2002,8,9,6.8,51534,"Certified Fresh",88,"Upright",71,"no","no","no","no","no","yes","John Badham","John Travolta","Karen Lynn Gorney","Donna Pescow","Barry Miller","Joseph Cali"
"536","The Mother","Feature Film","Drama",112,"R","Sony Pictures Classics",2004,5,28,2004,10,12,6.9,3487,"Certified Fresh",77,"Upright",62,"no","no","no","no","no","no","Roger Michell","Anne Reid","Daniel Craig","Cathryn Bradshaw","Steven Mackintosh","Peter Vaughan"
"537","Under Fire","Feature Film","Mystery & Suspense",128,"R","Vestron Video",1983,10,21,2001,9,4,7.1,5115,"Fresh",88,"Upright",68,"no","no","yes","no","no","no","Roger Spottiswoode","Nick Nolte","Joanna Cassidy","Gene Hackman","Ed Harris","Richard Masur"
"538","Hairspray","Feature Film","Drama",92,"PG","New Line Home Entertainment",1988,2,26,2002,11,5,6.9,15449,"Fresh",97,"Upright",80,"no","no","no","no","no","no","John Waters","Divine","Ricki Lake","Sonny Bono","Ruth Brown","Vitamin C"
"539","Sweet Liberty","Feature Film","Comedy",106,"PG","MCA Universal Home Video",1986,5,14,2004,11,23,5.7,2181,"Fresh",75,"Spilled",34,"no","no","no","no","no","no","Alan Alda","Alan Alda","Michael Caine","Michelle Pfeiffer","Bob Hoskins","Lise Hilboldt"
"540","Shooter","Feature Film","Drama",124,"R","Paramount Pictures",2007,3,23,2007,6,26,7.2,247105,"Rotten",48,"Upright",80,"no","no","no","no","no","no","Antoine Fuqua","Mark Wahlberg","Michael Pena","Danny Glover","Kate Mara","Elias Koteas"
"541","Crumb","Documentary","Comedy",119,"R","Sony Pictures Home Entertainment",1995,5,19,1999,3,9,8,13614,"Certified Fresh",95,"Upright",89,"no","no","no","no","no","no","Terry Zwigoff","Aline Kominsky","Charles Crumb","Maxon Crumb","Max Crumb","Robert Hughes"
"542","Just Friends","Feature Film","Drama",96,"PG-13","New Line Cinema",2005,11,23,2006,3,7,6.2,78297,"Rotten",42,"Upright",72,"no","no","no","no","no","no","Roger  Kumble","Ryan Reynolds","Amy Smart","Anna Faris","Chris Klein","Christopher George Marquette"
"543","Over the Edge","Feature Film","Drama",95,"PG","WARNER BROTHERS PICTURES",1979,1,1,2005,9,20,7.6,4369,"Fresh",89,"Upright",86,"no","no","no","no","no","no","Jonathan Kaplan","Michael Eric Kramer","Pamela Ludwig","Matt Dillon","Vincent Spano","Debbie James"
"544","Operation Dumbo Drop","Feature Film","Comedy",107,"PG","Buena Vista",1995,7,28,2003,5,6,4.9,6765,"Rotten",31,"Spilled",29,"no","no","no","no","no","no","Simon Wincer","Danny Glover","Ray Liotta","Denis Leary","Doug E. Doug","Corin Nemec"
"545","The Postman Always Rings Twice","Feature Film","Mystery & Suspense",122,"PG","Warner Home Video",1981,3,20,1997,8,27,6.6,16137,"Fresh",83,"Spilled",59,"no","no","yes","yes","no","no","Bob Rafelson","Jack Nicholson","Jessica Lange","John Colicos","John P. Ryan","Michael Lerner"
"546","Monster","Feature Film","Drama",109,"R","Newmarket Film Group",2004,1,9,2004,6,1,7.3,101850,"Certified Fresh",82,"Upright",81,"no","no","no","yes","no","no","Patty Jenkins","Charlize Theron","Christina Ricci","Bruce Dern","Scott Wilson","Pruitt Taylor Vince"
"547","Bright Leaves","Documentary","Documentary",107,"Unrated","First Run Features",2004,8,25,2005,6,21,7.1,504,"Certified Fresh",86,"Upright",71,"no","no","no","yes","no","no","Ross McElwee","Ross McElwee","Charleen Swansea","Patricia Neal","Adrian McElwee","Allan Gurganus"
"548","Teenage Paparazzo","Documentary","Documentary",94,"Unrated","HBO Documentary",2010,12,31,2011,3,29,7.4,1935,"Fresh",100,"Upright",94,"no","no","no","no","no","no","Adrian Grenier","Alwy Visschedyk","Henry Jenkins","Austin Visschedyk","Jake Halpern","Adrian Grenier"
"549","The Gauntlet","Feature Film","Mystery & Suspense",109,"R","Warner Home Video",1977,1,1,2001,9,4,6.4,15116,"Fresh",82,"Spilled",54,"no","no","no","no","yes","no","Clint Eastwood","Clint Eastwood","Sondra Locke","Pat Hingle","William Prince","Bill McKinney"
"550","Jerry Maguire","Feature Film","Drama",139,"R","TriStar Pictures",1996,12,13,1997,6,24,7.3,183717,"Certified Fresh",85,"Upright",79,"yes","no","no","no","no","no","Cameron Crowe","Tom Cruise","Cuba Gooding Jr.","Renee Zellweger","Kelly Preston","Jerry O'Connell"
"551","Felon","Feature Film","Drama",104,"R","Sony Pictures Entertainment",2008,7,17,2008,7,18,7.5,64873,"Rotten",59,"Upright",82,"no","no","no","no","no","no","Ric Roman Waugh","Val Kilmer","Harold Perrineau Jr.","Sam Shepard","Nick Chinlund","Marisol Nichols"
"552","On Golden Pond","Feature Film","Drama",109,"PG","Twentieth Century Fox Home Entertainment",1981,12,4,2001,3,20,7.7,20738,"Fresh",92,"Upright",87,"yes","no","yes","yes","no","yes","Mark Rydell","Henry Fonda","Katharine Hepburn","Jane Fonda","Dabney Coleman","Doug McKeon"
"553","Army of Darkness","Feature Film","Action & Adventure",81,"R","Universal Pictures",1993,2,19,2002,8,6,7.6,123769,"Fresh",72,"Upright",87,"no","no","no","no","no","no","Sam Raimi","Bruce Campbell","Embeth Davidtz","Marcus Gilbert","Ian Abercrombie","Richard Grove"
"554","Astro Boy (AstroBoy)","Feature Film","Action & Adventure",94,"PG","Summit Entertainment",2009,10,23,2010,3,16,6.3,24595,"Rotten",49,"Spilled",50,"no","no","yes","no","no","no","David Bowers","Freddie Highmore","Nicolas Cage","Kristen Bell","Nathan Lane","Eugene Levy"
"555","Pete Seeger: The Power of Song","Documentary","Documentary",93,"PG","The Weinstein Company",2007,4,29,2008,8,5,8.4,390,"Fresh",95,"Upright",92,"no","no","no","no","no","no","Jim Brown","Pete  Seeger","Bruce Springsteen","Natalie Maines","Tom Paxton","David Dunaway"
"556","Zombi 2","Feature Film","Horror",91,"R","The Jerry Gross Organization",1980,7,18,1998,8,25,6.9,19539,"Rotten",42,"Upright",70,"no","no","no","no","no","no","Lucio Fulci","Tisa Farrow","Ian McCulloch","Richard Johnson","Al Cliver","Arnette Gay"
"557","Jaws 2","Feature Film","Action & Adventure",116,"PG","MCA Universal Home Video",1978,6,16,2001,5,22,5.7,48718,"Rotten",53,"Spilled",38,"no","no","no","no","no","no","Jeannot Szwarc","Roy Scheider","Lorraine Gary","Murray Hamilton","Joseph Mascolo","Joe Mascolo"
"558","Maniac","Feature Film","Horror",89,"Unrated","IFC Midnight",2013,6,21,2013,10,15,6.1,26301,"Rotten",49,"Spilled",44,"no","no","no","no","no","no","Franck Khalfoun","Elijah Wood","Nora Arnezeder","Genevieve Alexandra","Megan Duffy","Jan B. Felt"
"559","Undertaking Betty","Feature Film","Drama",94,"PG-13","Miramax Films",2003,1,1,2006,3,7,6.7,4077,"Rotten",40,"Upright",66,"no","no","no","no","no","no","Nich Hurran","Brenda Blethyn","Alfred Molina","Christopher Walken","Naomi Watts","Robert Pugh"
"560","Taking Lives","Feature Film","Drama",103,"R","Warner Bros.",2004,3,19,2004,8,17,6.2,63511,"Rotten",22,"Spilled",55,"no","no","no","no","no","no","D.J. Caruso","Angelina Jolie","Ethan Hawke","Kiefer Sutherland","Gena Rowlands","Olivier Martinez"
"561","The Illusionist (L'illusionniste)","Feature Film","Drama",80,"PG","Sony Pictures Classics",2010,12,25,2011,5,10,7.5,27601,"Certified Fresh",90,"Upright",79,"no","no","no","no","no","no","Sylvain Chomet","Jean-Claude Donda","Eilidh Rankin","Duncan MacNeil","Raymond Mearns",NA
"562","Titanic","Feature Film","Drama",194,"PG-13","Paramount Pictures",1997,12,19,2012,9,10,7.7,756602,"Certified Fresh",88,"Upright",69,"yes","yes","no","yes","yes","yes","James Cameron","Leonardo DiCaprio","Kate Winslet","Billy Zane","Kathy Bates","Frances Fisher"
"563","The Tillman Story","Documentary","Documentary",94,"R","The Weinstein Company",2010,8,20,2011,2,1,7.8,3998,"Certified Fresh",93,"Upright",91,"no","no","no","no","no","no","Amir Bar-Lev","Josh Brolin","Dannie Tillman","Richard Tillman","Patrick Tillman, Sr.","Marie Tillman"
"564","To The Wonder","Feature Film","Drama",112,"R","Magnolia Pictures",2013,4,12,2013,8,6,6,19898,"Rotten",46,"Spilled",38,"no","no","no","no","no","no","Terrence Malick","Ben Affleck","Olga Kurylenko","Rachel McAdams","Javier Bardem","Greg Elliot"
"565","Snow Angels","Feature Film","Drama",107,"R","Warner Independent",2007,1,19,2008,9,16,6.9,10786,"Fresh",68,"Upright",67,"no","no","no","no","no","no","David Gordon Green","Kate Beckinsale","Sam Rockwell","Michael Angarano","Nicky Katt","Jeanetta Arnette"
"566","Mrs. Dalloway","Feature Film","Drama",97,"PG-13","BMG",1998,2,20,1999,9,28,6.9,2857,"Fresh",71,"Spilled",58,"no","no","no","no","no","no","Marleen Gorris","Vanessa Redgrave","Michael Kitchen","Natascha McElhone","Alan Cox","John Standing"
"567","F for Fake","Documentary","Documentary",89,"Unrated","Saguenay Films",1974,9,1,2005,4,26,7.8,9675,"Certified Fresh",88,"Upright",89,"no","no","no","no","no","no","Orson Welles","Orson Welles","Oja Kodar","Joseph Cotten","Francois Reichenbach","Richard Wilson"
"568","Saving Face","Feature Film","Drama",91,"R","Sony Pictures Classics",2005,5,27,2005,10,18,7.6,7545,"Certified Fresh",87,"Upright",88,"no","no","no","no","no","no","Alice Wu","Michelle Krusiec","Joan Chen","Lynn Chen","Jin Wang","Li Zhiyu"
"569","The Jerky Boys","Feature Film","Comedy",82,"R","Buena Vista",1995,2,3,1995,9,12,4.5,2113,"Rotten",9,"Spilled",52,"no","no","no","no","no","no","James Melkonian","John G. Brennan","Johnny Brennan","Kamal Ahmed","Alan Arkin","William Hickey"
"570","The Unbelievable Truth","Feature Film","Drama",90,"R","Trimark",1990,6,1,2001,3,13,7.5,3448,"Fresh",100,"Upright",89,"no","no","no","no","no","no","Hal Hartley","Adrienne Shelly","Robert John Burke","Chris Cooke","Christopher Cooke","Julia McNeal"
"571","Article 99","Feature Film","Drama",100,"R","Orion Home Video",1992,3,13,2003,9,16,6,2441,"Rotten",46,"Spilled",55,"no","no","yes","no","no","no","Howard Deutch","Ray Liotta","Kiefer Sutherland","Forest Whitaker","Lea Thompson","John Mahoney"
"572","Great Balls of Fire","Feature Film","Drama",108,"PG-13","Orion Pictures Corporation",1989,6,30,2002,6,4,6.2,12402,"Fresh",63,"Spilled",53,"no","no","no","no","no","no","Jim McBride","Dennis Quaid","Winona Ryder","John Doe","Stephen Tobolowsky","Alec Baldwin"
"573","Condorman","Feature Film","Action & Adventure",90,"PG","Walt Disney Productions",1981,8,7,1999,5,18,5.7,3373,"Rotten",25,"Upright",65,"no","no","no","no","no","no","Charles Jarrott","Michael Crawford","Oliver Reed","Barbara Carrera","James Hampton","Jean-Pierre Kalfon"
"574","Man of the House","Feature Film","Comedy",96,"PG","All Girl Productions",1995,3,3,2003,3,4,4.9,6322,"Rotten",14,"Spilled",33,"no","no","no","no","no","no","James Orr","Jonathan Taylor Thomas","Chevy Chase","Farrah Fawcett","George Wendt","David Shiner"
"575","Broken","Feature Film","Documentary",91,"Unrated","Film Movement",2013,7,19,2013,11,5,7.3,9906,"Fresh",63,"Upright",74,"no","no","no","no","no","no","Billy Corben","Keith McCants","Bernie Kosar","Andre Rison","Leon Searchy","Herm Edwards"
"576","The Big Red One","Feature Film","Drama",113,"PG","United Artists",1980,5,28,1999,4,27,7.2,15025,"Certified Fresh",91,"Upright",78,"no","no","yes","no","no","no","Samuel Fuller","Lee Marvin","Mark Hamill","Robert Carradine","Bobby Di Cicco","Kelly Ward"
"577","Mighty Aphrodite","Feature Film","Comedy",95,"R","Miramax Films",1995,10,27,1999,3,16,7.1,30826,"Fresh",77,"Upright",73,"no","no","no","no","yes","no","Woody Allen","Woody Allen","Mira Sorvino","Helena Bonham Carter","Olympia Dukakis","Michael Rapaport"
"578","Captain Phillips","Feature Film","Drama",134,"PG-13","Sony Pictures",2013,10,11,2014,1,21,7.9,309896,"Certified Fresh",93,"Upright",89,"yes","no","yes","no","no","no","Paul Greengrass","Tom Hanks","Catherine Keener","Barkhad Abdi","Michael Chernus","Corey Johnson"
"579","Amityville II: The Possession","Feature Film","Horror",104,"R","MGM",1982,9,24,2005,4,5,5.4,7284,"Rotten",7,"Spilled",35,"no","no","no","no","no","no","Damiano Damiani","Burt Young","Rutanya Alda","James Olson","Jack Magner","Diane Franklin"
"580","The Long Kiss Goodnight","Feature Film","Mystery & Suspense",121,"R","New Line Home Entertainment",1996,10,11,2001,2,6,6.7,58907,"Fresh",67,"Upright",70,"no","no","no","no","no","no","Renny Harlin","Geena Davis","Samuel L. Jackson","Patrick Malahide","Craig Bierko","Brian Cox"
"581","Fool's Gold","Feature Film","Action & Adventure",112,"PG-13","Warner Bros. Pictures",2008,2,8,2008,6,17,5.6,57251,"Rotten",11,"Spilled",48,"no","no","yes","no","no","no","Andy Tennant","Matthew McConaughey","Kate Hudson","Donald Sutherland","Alexis Dziena","Ewen Bremner"
"582","Bait","Feature Film","Drama",119,"R","Warner Bros. Pictures",2000,9,15,2001,1,23,5.7,8818,"Rotten",26,"Spilled",41,"no","no","yes","no","no","no","Antoine Fuqua","Jamie Foxx","David Morse","Robert Pastorelli","Doug Hutchison","Kimberly Elise"
"583","Body of Evidence","Feature Film","Mystery & Suspense",99,"R","MGM",1992,6,1,2002,12,3,4.3,11125,"Rotten",6,"Spilled",22,"no","no","no","yes","no","no","Uli Edel","Madonna","Willem Dafoe","Joe Mantegna","Anne Archer","Julianne Moore"
"584","The Hunger Games","Feature Film","Drama",142,"PG-13","Lionsgate",2012,3,23,2012,8,18,7.3,675907,"Certified Fresh",84,"Upright",81,"no","no","no","yes","no","yes","Gary Ross","Jennifer Lawrence","Josh Hutcherson","Liam Hemsworth","Woody Harrelson","Elizabeth Banks"
"585","Hell's Kitchen N.Y.C.","Feature Film","Drama",95,"R","HK Film Corporation",1999,12,31,2004,5,11,4.9,2120,"Rotten",40,"Spilled",35,"no","no","no","no","no","no","Tony Cinciripini","Mekhi Phifer","Rosanna Arquette","William Forsythe","Angelina Jolie","Johnny Whitworth"
"586","The Lake House","Feature Film","Drama",99,"PG","Warner Bros. Pictures",2006,6,16,2006,9,26,6.8,111132,"Rotten",35,"Upright",73,"no","no","no","yes","no","no","Alejandro Agresti","Keanu Reeves","Sandra Bullock","Shohreh Aghdashloo","Dylan Walsh","Christopher Plummer"
"587","In the Name of the Father","Feature Film","Drama",133,"R","Universal Pictures",1993,12,29,1998,7,7,8.1,103378,"Certified Fresh",94,"Upright",95,"yes","no","yes","yes","no","no","Jim Sheridan","Daniel Day-Lewis","Pete Postlethwaite","Emma Thompson","Corin Redgrave","John Lynch"
